level_0,index,Chunk,Tag,sentence_id,Spans
287,502,Lý do 1 đứa con gái chấp nhận yêu xa là thằng kia nó giàu vailou.,1.0,215,"[[50, 51], [58, 63]]"
288,503,Hết.!,0.0,215,[]
289,505,DLV dân lưu vong đâu?,1.0,216,"[[0, 2], [8, 15]]"
290,507,Ước gì Thu Giangg add friend iloveu dấu bé ba :3333,0.0,217,[]
291,509,Lại cà khịa,0.0,218,[]
292,511,Trần Dần em yêu anh,0.0,219,[]
293,513,BÀ THÁI ANH VĂN RẤT GIẢN DỊ VÀ GẦN GŨI VỚI DÂN _ NHƯNG RẤT KIÊN TRUNG _KIÊN CƯỜNG TRƯỚC KẺ THÙ _ BÀ LÀ TẤM GƯƠNG SÁNG CHO RẤT NHIỀU ĐỨA HÈN VỚI GIẶC ÁC VỚI DÂN THAM HƠN SÚC VẬT SOI VÀO ĐỂ THAY TÂM ĐỔI TÍNH,1.0,220,"[[136, 158], [160, 175]]"
294,515,@• Amber • làm thơ thì phải có vần.,0.0,221,[]
295,516,Còn không có vần thì thôi cũng được =)),0.0,221,[]
296,518,dr a oi,0.0,222,[]
297,520,Rất tiếc ông chọn nhầm cái đãn chó chết để phục vụ,1.0,223,"[[27, 38]]"
298,522,"Cứ dm nghĩ mình là công chúa các thứ các thứ, đéo hiểu kiểu gì =)))",1.0,224,"[[3, 4], [6, 43], [46, 48]]"
299,524,tổ lái,0.0,225,[]
300,526,Hóng top 1 thịnh hành ><,0.0,226,[]
301,528,Mấy thằng báo đời này sao không ai chế tài🤔,1.0,227,"[[4, 16]]"
302,530,Đĩa bay phải khog mọi người,0.0,228,[]
303,532,Thằng này nguồn gốc là công an cộng sản thì bản chất đểu cáng trơ trẽn là đúng rồi.,1.0,229,"[[0, 4], [53, 60], [62, 69]]"
304,534,Thinh Hoang may là izakaya ở nhật chứ ở houston chết mẹ t:)),1.0,230,"[[12, 14], [48, 56]]"
305,536,Nguyễn Nhật Long vl nắc,1.0,231,"[[17, 18], [20, 22]]"
306,538,nhìn như ghép :)),0.0,232,[]
307,540,Chào cả nhà,0.0,233,[]
308,542,"Đồng chí nào có lòng tốt ra rước bác về dùm , để đấy mấy con chó nó đái lên thì khổ thân bác tui quá",1.0,234,"[[53, 63], [65, 66], [68, 70]]"
309,544,ko biet chính quyền đang làm cái j như vụ một thanh niên (thôi) xông vào ngân hàng cướp thì có tới trăm cảnh sát bao vây chi v troi ô nao cug muốn ở phưởng cơ quan có ô nào muốn lò mặt ra ngoài để điều tra đâu mà có chắc cug phải cả tháng cả năm cảm thấy xấu hổ vs nhung khách du lịch tới Việt Nam mình,1.0,235,"[[83, 86], [132, 204]]"
310,546,Vương Hoàng Thái,0.0,236,[]
311,548,hình như thằng này là thằng muốn ăn gỏi MC Phan Anh đây mà :3,1.0,237,"[[9, 13], [22, 26]]"
312,550,Vào mà la liếm đi mấy chú dlv,1.0,238,"[[7, 13]]"
313,552,Ngon.,0.0,239,[]
314,554,Tiên tri vũ trụ hay là người ngoài hành tinh,0.0,240,[]
315,556,Lừa minh hiếu còn sủa,1.0,241,"[[0, 2], [18, 20]]"
316,558,3 que có cờ ko?->,1.0,242,"[[0, 4]]"
317,560,Nói nhưng họ đâu có thích mình,0.0,243,[]
318,562,Hữu Nguyễn căn cứ vào hàng cmt luôn,0.0,244,[]
319,564,lại đêu,0.0,245,[]
320,566,đẳng cấp anh ơi,0.0,246,[]
321,568,Đồng cảm xúc :)) nghe không hay như mấy bài trước :)),0.0,247,[]
322,570,Idol giữ gìn sức khoẻ cẩn thận nhé không ai tấu hài cho em coi,0.0,248,[]
323,572,Vn bjo toàn thằng bệnh nhỉ,1.0,249,"[[12, 21]]"
324,574,Bê lol chạy là có thật,1.0,250,"[[3, 5]]"
325,576,Đình Quang ụa đâu có giải gì bên vn đau ta,0.0,251,[]
326,578,Đây là câu chuyện buồn mà🙁,0.0,252,[]
327,580,"Ăn thua gì, ăn mừng đón con khỉ nói tiếng Hoa cũng chết vài triệu mạng rồi.",1.0,253,"[[24, 44], [51, 54]]"
328,582,Kênh của aba là kênh kĩ năng nghe chưa =)),0.0,254,[]
329,584,Nguyễn Bảo Chấn clm,1.0,255,"[[16, 18]]"
330,586,Lão Tập qua đây chả ai quan tâm.,1.0,256,"[[0, 2]]"
331,587,Dân còn biểu tình phản đối,1.0,256,"[[8, 16]]"
332,589,Khịa nhau cái lồn.Bố mày còn đéo có yz700 fake mà đeo đây!,1.0,257,"[[0, 3], [14, 16], [21, 23], [29, 31]]"
333,590,:)))) Có giày đeo là ngon rồi đm,1.0,257,"[[30, 31]]"
334,592,Tưởng k có tuổi vs vong ba gà,1.0,258,"[[6, 14], [19, 22], [27, 28]]"
335,594,Ở đây ai là chủ ?,0.0,259,[]
336,596,Chiều pick susan nha thầy <3,0.0,260,[]
337,598,trơ trẽn vkl 💩,1.0,261,"[[0, 13]]"
338,600,Tưởng Nhật Bản văn minh thế nào,0.0,262,[]
339,602,Chắc hít dạ hương xong lú cmnr,1.0,263,"[[5, 16], [23, 29]]"
340,604,quản lý fanpage có đc coi là fan cứng ko anh ui :v,0.0,264,[]
341,606,Phắc ộp!,1.0,265,"[[0, 6]]"
342,607,Dmca,1.0,265,"[[0, 1]]"
343,609,Diện Trần khó thương nhiều vào để đất nước nó lớn mạnh trở lại rồi lại đi cướp nước ngủ còn sủa,1.0,266,"[[43, 44], [74, 77], [84, 86], [92, 94]]"
344,611,Đijt mẹ thằng ad phản động tuyên truyền vớ vẩn,1.0,267,"[[0, 6], [8, 12], [17, 25]]"
345,613,Không bẩn thỉu không phải cộng sản mà.,1.0,268,"[[0, 33]]"
346,615,Thôi xong này khỏi đi học,0.0,269,[]
347,617,nghệ sĩ nhân dân hài liên minh,0.0,270,[]
348,619,Lấy tiền miền nam đi nuôi một lũ con cháu trung quốc,1.0,271,"[[30, 31]]"
349,621,Covid-19 là cái gương chiếu yêu hay gì á :))) biết bao nhiêu bộ mặt ngu dốt lòi ra,1.0,272,"[[61, 74]]"
350,623,"Lũ chó , bán nước hại dân",1.0,273,"[[0, 5], [9, 24]]"
351,625,Cả nước đồng lòng riêng em thi ko,0.0,274,[]
352,627,Nhìn quả đầu của cháu tùng em lại nghĩ đến Đấng Dì giây Chip 🤣,0.0,275,[]
353,629,hay quá thầy ơi thả tim,0.0,276,[]
354,631,lời nói đâu mất tiền mua sau bà ăn nói ko có văn hoá dzay,1.0,277,"[[39, 51]]"
355,633,B52 If J97,0.0,278,[]
356,635,Hồ Khang đmm.,1.0,279,"[[9, 11]]"
357,636,Ý kiến của m như l ý.,1.0,279,"[[11, 11], [17, 17]]"
358,638,Quá duyên luôn cô ơi 😍😍,0.0,280,[]
359,640,Ngô thanh Vân coi đi có nhục quốc thể không .,1.0,281,"[[24, 32]]"
360,641,"Gọi fan vô chửi như là chửi cái đứa ca sĩ nước Mỹ mặc áo dài không quần ý , rồi dạy cho cựu VDV nay vô gu ghồ tìm hiểu xem mảnh vải đỏ có hình sao vàng là cờ của nước nào.",1.0,281,"[[11, 14], [23, 26], [32, 72], [80, 169]]"
361,643,có ai biết best nhạc này không ạ cho em xin :)),0.0,282,[]
362,645,ngủ đi,0.0,283,[]
363,647,Nhanh thực sự,0.0,284,[]
364,649,Tất diên và tất diên.,0.0,285,[]
365,651,Hầu như các ca nhiễm bệnh toàn đi từ nước ngoài về nhỉ ?,0.0,286,[]
366,652,Lúc mọi người về có nghĩ đến an toàn của bản thân cũng như mọi người ko nhỉ?,0.0,286,[]
367,653,Hay não bị vi rút ăn hết cmnr,1.0,286,"[[4, 28]]"
368,655,Ok đẹp trai :v,0.0,287,[]
369,657,Còn đó bị bệnh ngu,1.0,288,"[[15, 17]]"
370,659,Cái này reset tiền thưởng 😂,0.0,289,[]
371,661,"phụ huynh lúc cho con học, chắc giờ đổi ý đi mua mì với gạo r.",0.0,290,[]
372,663,Rẫy là cái đ' gì vậy?,1.0,291,"[[11, 12]]"
373,665,Chị ba còn trinh có cây đinh chính giữa,1.0,292,"[[7, 38]]"
374,667,Má nó dơ vler 🤣🤣🤣,1.0,293,"[[0, 4], [6, 12]]"
375,669,Con me nay an noi lao phét mai mọt bi qua bao nang ne,1.0,294,"[[0, 5], [18, 26]]"
376,671,Bê đê sống thật đi chị 3D,0.0,295,[]
377,673,Óc chó mà cũng học chửi!,1.0,296,"[[0, 5], [19, 22]]"
378,674,Trung quoc giúp cam bố mày àh!,1.0,296,"[[20, 25]]"
379,676,Đang ăn cơm còn ăn bim bim ?,0.0,297,[]
380,677,Thế thì ăn cơm làm sao đc :<,0.0,297,[]
381,679,"Bác sĩ trẻ ,đẹp trai ghê !",0.0,298,[]
382,680,"Ngồi bên cạnh chị gái rất là xinh đẹp ""Minh Hiếu """,0.0,298,[]
383,682,Chuyện người ta làm chúng bây ở đây làm thầy bói.,1.0,299,"[[20, 28]]"
384,683,Rảnh háng thật,1.0,299,"[[5, 8]]"
385,685,Vâng anh ấy thật là tuổi trê tài cao,0.0,300,[]
386,687,Pr vc tộc trưởng ạ,1.0,301,"[[3, 4]]"
387,689,Bà ao hồng này cũng rảnh,0.0,302,[]
388,691,tôi biết đchi nhé các b haha 🌈🌈🌈,0.0,303,[]
389,693,Trend này tui theo lâu rồi,0.0,304,[]
390,695,Người ta gọi là đú mà.,1.0,305,"[[16, 17]]"
391,697,Khi bạn muốn bợ đít ai đó nhưng bạn không có não.,1.0,306,"[[13, 18], [36, 47]]"
392,698,Ngu như lợn nhưng vẫn làm báo Đảng đĩ.,1.0,306,"[[0, 10], [35, 36]]"
393,700,Nhìn mặt tộc trưởng là đang tính toán gì đó,0.0,307,[]
394,702,Vui lo`ng Tien Tri Khi na`o ong Tran Da`n chet ?,1.0,308,"[[42, 45]]"
395,704,Nghèo bày dạt nỏ.bién di me oi,1.0,309,"[[0, 15], [17, 20], [25, 26]]"
396,706,Yêu thầy thầy ba tốc độ :)),0.0,310,[]
397,708,Unlike page,0.0,311,[]
398,710,Tình yêu vĩnh cửu đấy :)),0.0,312,[]
399,712,Phan Thị Huyền Trang dép mua đâu zạ bạnnnnnnn,0.0,313,[]
400,714,Cay quá b52 ơi,0.0,314,[]
401,716,Thầy 20-10 vui vẻ,0.0,315,[]
402,718,Chương trình ln gì vậy ?,1.0,316,"[[13, 14]]"
403,719,:D :))),0.0,316,[]
404,721,Nguyễn Phương Thảo c ơi cẩn thận nè,0.0,317,[]
405,723,Chi nay dep sang,0.0,318,[]
406,725,tình hình tham nhũng đang ổn định :3,0.0,319,[]
407,727,Khánh Vân trêu tí thôi đừng cáu nhé 😁😁,0.0,320,[]
408,729,thầy chơi bẩn vl,1.0,321,"[[10, 12], [14, 15]]"
409,731,"Nhật cũng đéo phải thằng vừa gì đâu, với mấy thằng Đức nữa, thử khủng hoảng chính trị quân phiệt nhật nó lên xem nó có san bằng cái châu á ko :))",1.0,322,"[[10, 34], [45, 49], [102, 103]]"
410,733,Cười ra nước mắc :))),0.0,323,[]
411,735,"Tạm dừng dùng Facebook làm gì anh ơi , mặc kệ miệng lưỡi thiên hạ họ nói gì thì nói , đâu phải ai cũng là người trong cuộc đâu .",0.0,324,[]
412,736,"Vì vậy anh hãy tiếp tục sử dụng Facebook đi , để còn biết trên Facebook anh đang bị cđm chửi sml chứ",1.0,324,"[[88, 95]]"
413,738,Chiếc khăn gió ấm chứ🤣🤣🙄,0.0,325,[]
414,740,Chị em rụng trứng chưa,0.0,326,[]
415,742,Tao cháu ông tổng thống mỹ nè .đụ má xạo lồn.,1.0,327,"[[31, 43]]"
416,744,thế đấy dkm,1.0,328,"[[8, 10]]"
417,746,Nhìn cái cách ông viện kiểm sát cười,0.0,329,[]
418,748,Lê Nhật Trâm sao thế ạ ;-;,0.0,330,[]
419,750,Nhớ lại cảm giác hồi xưa vẫn thấy hồi hộp.,0.0,331,[]
420,751,Cho dù kết quả ra sao đi chăng nữa thì các em vẫn sẽ trưởng thành trên con đường của mình,0.0,331,[]
421,753,Thế là nghĩ học dài dài:))))),0.0,332,[]
422,755,Rô nói vậy chắc người việt không có ý thức bằng bọn nhật,1.0,333,"[[27, 31], [48, 50]]"
423,757,"Kệ mẹ mấy thằng bị nhồi sọ chửi ad, càng đông càng khai sáng đuoc, tạo cơ duyên đến với dân chủ, văn minh,.",1.0,334,"[[3, 4], [10, 14], [19, 25]]"
424,759,Hà Linh hoa 1 cánh à 😂😂,0.0,335,[]
425,761,Bớt bớt đi,0.0,336,[]
426,763,"Fan cứng abe, dù nghèo toàn xem chùa thôi 🤣",0.0,337,[]
427,765,Khá khó🙂,0.0,338,[]
428,767,Phúc Báo làm kiểu ta đây giàu đi chơi du lịch qua mấy vùng dịch chơi ấy mà,1.0,339,"[[9, 73]]"
429,769,Xàm lồn quá thằng bóng ơi,1.0,340,"[[0, 6], [12, 16], [18, 21]]"
430,771,Ĩ khùng 😑,1.0,341,"[[0, 6]]"
431,773,Công nghệ Đức của nhà máy nước Sông Đuống đây :)) hoá ra là Đức Chung :)),1.0,342,"[[60, 68]]"
432,775,vu e bi xe qua c oi.nhung e k co tien huhu,0.0,343,[]
433,777,Tủnn Tủnn trẩu,1.0,344,"[[10, 13]]"
434,779,cũng đúng vì giáo trình của vn mức độ khó hơn nước ngoài nhưng tiếc là khi làm thực tế thì chẳng được bao nhiu.,0.0,345,[]
435,780,"12 năm đèn sách, 5 năm đại học ra trường ko có tiền ko có quan hệ thì cũng thất nghiệp.",1.0,345,"[[41, 85]]"
436,782,Công cụ khủng bố và đàn áp của trung cộng đã đến lúc thành thú dữ .,1.0,346,"[[8, 15], [20, 25], [31, 40], [59, 64]]"
437,783,Đó là hiện tượng thế thời Tập & Trung Cộng đã đến thời khủng hoảng chính trị .,1.0,346,"[[32, 41], [55, 65]]"
438,785,sale 99% thì e mua :>,0.0,347,[]
439,787,Nói chz xàm lol,1.0,348,"[[8, 14]]"
440,789,Đù nhìn giống ba tam kê đội tóc giả vl,1.0,349,"[[0, 1], [36, 37]]"
441,791,đúng là CHÁY NHÀ mới ra MẶT CHUỘT.,0.0,350,[]
442,793,Chào các bạn mình là sói.hôm nay như mình đã hứa mình sẽ đưa ông già đi mua cua hoàng đế để chúc mừng Refund Gaming đạt top 1 =)),0.0,351,[]
443,795,Con này là con bóng dơ cái miệng nó mai mốt ko có cức mà ăn nữa.,1.0,352,"[[0, 2], [11, 21], [33, 34], [50, 52]]"
444,796,Kkkk,0.0,352,[]
445,798,"Chưa ra đã thấy chán hơn , ngáo đét =))",1.0,353,"[[27, 34]]"
446,800,Anh châu cho em xin nich fb cua anh để em đt gặp cô kim nc 😂❤️,0.0,354,[]
447,802,ib giá,0.0,355,[]
448,804,Con chó này bêde ah mọi người,1.0,356,"[[0, 6], [12, 15]]"
449,806,Một chế độ thối nát.,1.0,357,"[[11, 18]]"
450,807,Toàn những thằng ngu bầu cho nhau lên làm lãnh đạo thì dân khổ là phải.,1.0,357,"[[11, 19], [59, 61]]"
451,808,Đây cũng là hậu quả của việc lật đổ vnch.,1.0,357,"[[29, 34]]"
452,810,"Thật ác độc quá đi,ảnh chỉ mất show thời corona ạm thời thôi",0.0,358,[]
453,812,Hoàng Thanh Trung xin video vs ng ae,0.0,359,[]
454,814,Xao can ngày chi can dep vay,0.0,360,[]
455,816,🤣🤣🤣 thanh niên lấy le nhà gái cho hay 🤦‍♂️🤦‍♂️🤦‍♂️,0.0,361,[]
456,818,Ít nhất ngta cũng làm từ thiện đâu có như cái thứ của m con linh cá lóc.,1.0,362,"[[42, 48], [54, 54], [56, 58]]"
457,819,Ko đóng góp mà còn chửi việt nam nx,1.0,362,"[[19, 22]]"
458,821,Toàn giáo án máu lồn chảy ngược,1.0,363,"[[13, 19]]"
459,823,Lam cai cc j dc bo ha T.lu,1.0,364,"[[8, 9]]"
460,825,:v có ai đó cười ở đằng sau,0.0,365,[]
461,827,DM.thèng assmin cút qua Dubai sống đi mày.( tao đi lãnh 3 củ đây),1.0,366,"[[0, 1], [3, 14], [16, 18], [38, 40], [44, 63]]"
462,829,"Ờ đánh nghiêm túc mà , kiểu đi test thôi",0.0,367,[]
463,831,Ong Lân ôi ong xảm quá hi,1.0,368,"[[15, 17]]"
464,833,Đố anh em ngủ ngon muahahahaha,0.0,369,[]
465,835,Tui cũng dân bắc Kỳ mà thấy thằng dân bắc này thật hành động cũng khốn nạn quá nó mới chửi như vậy,1.0,370,"[[13, 18], [28, 32], [34, 40], [66, 73], [79, 80], [86, 89]]"
466,837,Đi đâu cũng thấy ông :v,0.0,371,[]
467,839,"Thời nhỏ tuy có thiếu thốn mọi thứ thật, nhưng đc cái ăn gì cũng sạch!",0.0,372,[]
468,840,Con người thật thà chứ không gian manh xảo trá như bây giờ!,1.0,372,"[[29, 45]]"
469,841,😬😬😬,0.0,372,[]
470,843,Quan kiểu này chém chết,1.0,373,"[[14, 22]]"
471,845,Như vậy mà người bán cũng ko phân biệt đc thì sao mình biết :(,0.0,374,[]
472,847,E cũng thua a tiệp 😌,0.0,375,[]
473,849,2ba là bede,1.0,376,"[[7, 10]]"
474,851,yêu k có lỗi,0.0,377,[]
475,853,Su Sy chốn thật ý,0.0,378,[]
476,855,"Bây h tại trung ương thành đại la toàn đỉnh cao trí tuệ, nơi những con bò tự hào luôn rống lên rằng vn vô địch, ra đường người với người thì luôn tỏ ra ta đây hống hách về nhà say rượu đánh vk như dog, có chuyện lên phường thì cúi đầu im thin thít tìm người thân quen để bỏ phong bì, dưới chân thiên tử mà như cc 😤😤😤",1.0,379,"[[67, 72], [86, 89], [152, 157], [159, 167], [185, 188], [197, 199], [248, 281], [310, 311], [313, 315]]"
477,857,tộc caaaa,0.0,380,[]
478,859,Dân Mỹ muốn giàu thì phait đồng lòng yêu cầu tổng thống giết hết bọn ăn bám Việt Nam Cộng Hoà .,1.0,381,"[[56, 59], [65, 74]]"
479,860,"Làm hạo tổn báo nhiêu kinh phí Mỹ, gánh nặng cho dân Mỹ",0.0,381,[]
480,862,Ai như con nhung háng rộng kia :))),1.0,382,"[[7, 9], [17, 20]]"
481,864,hộ,0.0,383,[]
482,866,Đen lắm :),0.0,384,[]
483,868,phản động là nói lên SỰ THẬT,1.0,385,"[[0, 27]]"
484,870,Nghĩ mà chán🤣,0.0,386,[]
485,872,Là như này nè các bác,0.0,387,[]
486,874,T có súng đây này,0.0,388,[]
487,876,Yêu cô quá cô ơi,0.0,389,[]
488,878,❤️Chú,0.0,390,[]
489,880,"Quả logo kia thì đổi thành ""TrọcGaming"" anh ơi :))",0.0,391,[]
490,882,Nó In tiền như in giấy lộn thế này bảo sao không lạm phát.,1.0,392,"[[0, 1], [3, 25]]"
491,884,Phi Phi nhưng không có gấp đôi như a 😌😉😉,0.0,393,[]
492,886,Phong cách và thần kinh nó mong manh lắm🧐,1.0,394,"[[14, 22]]"
493,888,Ôi cái đất nc tôi,0.0,395,[]
494,890,Dan khung ma ten tri gi dau,1.0,396,"[[4, 8]]"
495,892,Thấy nước ngta thấy ham nhìn lại xứ vịt ngan chán,1.0,397,"[[38, 50], [52, 56]]"
496,894,thầy đéo xoá kênh kêu gọi học trò report cho bay kênh thiệt luôn :)),1.0,398,"[[5, 7]]"
497,896,Lê Linh số ca nhiễm ngày càng tăng ngày đi học của em ngày càng xa :v,0.0,399,[]
498,898,Nhà tiên tri già lẫn rồi nói tào lao rồi nước Mỹ hiện giờ đã chết hơn 10000 người rồi.,1.0,400,"[[13, 19], [61, 64]]"
499,900,Tùng đẹp trai :^)),0.0,401,[]
500,902,Cho khug,1.0,402,"[[0, 7]]"
501,904,Thân lăm bây giò lại căn buôi nhau,1.0,403,"[[21, 28]]"
502,906,Trèo cao ngã đau nhé thầy ngu,1.0,404,"[[0, 15], [26, 28]]"
503,908,Cmm dụng tới cô Minh Hiếu tao kéo ae tao đập chết mẹ mài đó,1.0,405,"[[0, 2], [26, 28], [37, 39], [41, 43], [45, 51], [53, 55]]"
504,910,Cùng một dòng sông,0.0,406,[]
505,912,Quân Anh dơ v bro,1.0,407,"[[9, 10]]"
506,914,Cái bệnh tâm thần phân liệt thể hoang tưởng tiến triển ngày càng nặng.,1.0,408,"[[32, 42]]"
507,916,Cũng khá hay mà buồn vì nv chính cũng die :(((,0.0,409,[]
508,918,Ơ cái đ ịt đang ngủ mê bị mẹ chửi bỗng zưng fb tn kêu mở za xem thấy cái page chửi thuê đọc vài tí nghe vui tai vãi lìu tóm lại là a xẽ đưa thắm zô idol,1.0,410,"[[6, 9], [29, 32], [78, 81], [112, 118]]"
509,920,wibu rách,1.0,411,"[[5, 8]]"
510,922,Chí Bảo chỉ xem có tốt thật không thôi mà 😂,0.0,412,[]
511,924,Ông bệnh thần kinh mà không hây,1.0,413,"[[9, 17]]"
512,926,đem hẳn đặc sản ra trình làng,0.0,414,[]
513,928,du me,1.0,415,"[[0, 4]]"
514,930,Văn Quý bần đạo hãy cho bổn tọ cái video này với :>,0.0,416,[]
515,932,Đc của ló thầy ơi,0.0,417,[]
516,934,dẹp ở nhà,0.0,418,[]
517,936,@Em Gái Có Cu cái đó hàng chi ân hoặc công ty,0.0,419,[]
518,938,Nhac nghe chan vl,1.0,420,"[[15, 16]]"
519,940,xạo lol quá má ơi,1.0,421,"[[0, 6], [12, 13]]"
520,942,Mấy thằng để ảnh bìa darcy chắc cũng toàn tay nhanh hơn não =))),1.0,422,"[[4, 8], [42, 58]]"
521,944,Nguyễn Hữu Thái ib a,0.0,423,[]
522,946,Thân Hoài Thương ơ lạ lol ghê.,1.0,424,"[[22, 24]]"
523,947,Ngta hay thì like mà t nghe k hay thì t dislike k đc à.,1.0,424,"[[21, 21], [38, 38]]"
524,948,Ảnh hưởng kinh tế gì nhà bạn k.,1.0,424,"[[0, 29]]"
525,950,Lỗi không phải tại anh đâu mà là tại mấy anh công an không xích anh được sớm hơn thôi chứ bên vũ hán anh vào lò lâu rồi,1.0,425,"[[59, 62], [105, 110]]"
526,952,Phó Chủ nhiệm UBKTTP Tân an(Long an) không có bằng cấp 3 nhưng lý luận CT rất giỏi,1.0,426,"[[37, 81]]"
527,954,"Ông xạo quá đi ông ơi, nói chuyện tào lao, già rồi sao mà xạo dữ vậy trời?",1.0,427,"[[4, 6], [34, 40], [58, 60]]"
528,956,Nguyen Tran Lan Anh loz me :)),1.0,428,"[[20, 25]]"
529,958,Ủa thầy còn kênh để chuẩn bị giáo án xịn xò à ?,0.0,429,[]
530,960,Thằng cây atm hack chứ ai,1.0,430,"[[0, 4]]"
531,962,Cho con Facebook jk cô ba,0.0,431,[]
532,964,Đây đích thị là chính sách ngu dân mà.,1.0,432,"[[27, 29]]"
533,965,"Bắt chước các nước tiên tiến trên thế giới thì ko bắt chước, muốn đua đòi theo các nước kém phát triển -))",1.0,432,"[[66, 101]]"
534,967,Lựa cái đầu buồi ABe nè,1.0,433,"[[8, 15]]"
535,969,rất chi đẹp trai ❤️,0.0,434,[]
536,971,Nhạc jack phối nghe cứ sao sao ý,0.0,435,[]
537,973,nhiều khi kg muốn ki thị bon bê đê đâu nhưng nhìn bọn này kg ki thị cũng kg được.,1.0,436,"[[18, 23], [25, 33], [50, 52], [61, 66]]"
